"cluster","intercept_baseline","x_baseline","retained_before_truncation_baseline","intercept_observed","x_observed","retained_before_truncation_observed","contamination","dataset_id","engine","variant","intercept_absolute_difference","x_absolute_difference","retention_changed"
"8",0.656352614426928,-0.137949616350244,TRUE,0.656352614647683,-0.137949616328505,TRUE,"vertical",3,"robustbase","cluster_block_order",2.20754303725812e-10,2.17391660228827e-11,FALSE
"9",0.102559152256326,-0.0669354300661224,TRUE,0.102559152256326,-0.0669354300661224,TRUE,"vertical",3,"robustbase","cluster_block_order",0,0,FALSE
"1",-0.179616789432531,-0.0443556094134916,TRUE,-0.179616788965317,-0.0443556096389992,TRUE,"vertical",3,"robustbase","global_row_order",4.67214156252282e-10,2.25507681972381e-10,FALSE
"10",-1.21514902881401,-0.307685102016789,TRUE,-1.21514902881401,-0.307685102016789,TRUE,"vertical",3,"robustbase","global_row_order",4.44089209850063e-16,5.55111512312578e-17,FALSE
"2",1.33807911598529,-0.188073465602186,TRUE,1.33807911651605,-0.188073467741019,TRUE,"vertical",3,"robustbase","global_row_order",5.30762545025709e-10,2.13883274979842e-09,FALSE
"3",1.17872551276218,-0.178240305351567,TRUE,1.17872551545946,-0.178240302315131,TRUE,"vertical",3,"robustbase","global_row_order",2.69727817858723e-09,3.03643588051017e-09,FALSE
"4",0.871507280716759,-0.113873091887214,TRUE,0.871507280717187,-0.113873091886695,TRUE,"vertical",3,"robustbase","global_row_order",4.27324842178223e-13,5.19514986585534e-13,FALSE
"5",-0.499915154742734,0.114679554039658,TRUE,-0.499915154743993,0.114679554038491,TRUE,"vertical",3,"robustbase","global_row_order",1.25915944337862e-12,1.16759379942266e-12,FALSE
"6",1.70526153217564,-0.222827409675042,TRUE,1.70526153217692,-0.222827409676311,TRUE,"vertical",3,"robustbase","global_row_order",1.27964305818296e-12,1.26895716157094e-12,FALSE
"7",-0.749437060822977,-0.225605764688513,TRUE,-0.749437060823428,-0.225605764689537,TRUE,"vertical",3,"robustbase","global_row_order",4.51083614905201e-13,1.02370889543124e-12,FALSE
"8",0.656352614426928,-0.137949616350244,TRUE,0.656352614694549,-0.137949616323891,TRUE,"vertical",3,"robustbase","global_row_order",2.67620259286616e-10,2.6352448001532e-11,FALSE
"9",0.102559152256326,-0.0669354300661224,TRUE,0.102559152256334,-0.0669354300661783,TRUE,"vertical",3,"robustbase","global_row_order",7.75768338456828e-15,5.59413626533001e-14,FALSE
"1",1.25039415446773,-0.103170539385972,TRUE,1.25039415446773,-0.103170539385972,TRUE,"vertical",4,"robust","exact_repeat",0,0,FALSE
"10",0.673169005472945,0.186247443230256,TRUE,0.673169005472945,0.186247443230256,TRUE,"vertical",4,"robust","exact_repeat",0,0,FALSE
"2",1.67290397615792,-0.301802694004563,TRUE,1.67290397615792,-0.301802694004563,TRUE,"vertical",4,"robust","exact_repeat",0,0,FALSE
"3",-0.0296402193008312,-0.128368059098188,TRUE,-0.0296402193008312,-0.128368059098188,TRUE,"vertical",4,"robust","exact_repeat",0,0,FALSE
"4",-0.47691380758183,0.236710865676381,TRUE,-0.47691380758183,0.236710865676381,TRUE,"vertical",4,"robust","exact_repeat",0,0,FALSE
"5",-0.214078189457422,-0.147211382627714,TRUE,-0.214078189457422,-0.147211382627714,TRUE,"vertical",4,"robust","exact_repeat",0,0,FALSE
"6",1.7326348721184,-0.258348363604729,TRUE,1.7326348721184,-0.258348363604729,TRUE,"vertical",4,"robust","exact_repeat",0,0,FALSE
"7",-0.565501989534607,-0.237385965012209,TRUE,-0.565501989534607,-0.237385965012209,TRUE,"vertical",4,"robust","exact_repeat",0,0,FALSE
"8",0.25672929674132,0.0221632243166909,TRUE,0.25672929674132,0.0221632243166909,TRUE,"vertical",4,"robust","exact_repeat",0,0,FALSE
"9",-0.776132732590047,-0.144461928474894,TRUE,-0.776132732590047,-0.144461928474894,TRUE,"vertical",4,"robust","exact_repeat",0,0,FALSE
"1",1.25039415446773,-0.103170539385972,TRUE,1.25039480737194,-0.103170421230721,TRUE,"vertical",4,"robust","within_cluster_row_order",6.52904208253702e-07,1.18155250805607e-07,FALSE
"10",0.673169005472945,0.186247443230256,TRUE,0.67316900996564,0.186247445095096,TRUE,"vertical",4,"robust","within_cluster_row_order",4.49269477176273e-09,1.86483981035046e-09,FALSE
"2",1.67290397615792,-0.301802694004563,TRUE,1.67290397615792,-0.301802694004563,TRUE,"vertical",4,"robust","within_cluster_row_order",0,0,FALSE
"3",-0.0296402193008312,-0.128368059098188,TRUE,-0.0296402193008312,-0.128368059098188,TRUE,"vertical",4,"robust","within_cluster_row_order",3.12250225675825e-17,0,FALSE
"4",-0.47691380758183,0.236710865676381,TRUE,-0.47691380758183,0.236710865676381,TRUE,"vertical",4,"robust","within_cluster_row_order",5.55111512312578e-17,1.11022302462516e-16,FALSE
"5",-0.214078189457422,-0.147211382627714,TRUE,-0.214078189457422,-0.147211382627714,TRUE,"vertical",4,"robust","within_cluster_row_order",2.77555756156289e-17,0,FALSE
"6",1.7326348721184,-0.258348363604729,TRUE,1.7326348721184,-0.258348363604729,TRUE,"vertical",4,"robust","within_cluster_row_order",0,1.66533453693773e-16,FALSE
"7",-0.565501989534607,-0.237385965012209,TRUE,-0.565501989534607,-0.237385965012209,TRUE,"vertical",4,"robust","within_cluster_row_order",1.11022302462516e-16,1.66533453693773e-16,FALSE
"8",0.25672929674132,0.0221632243166909,TRUE,0.256729313650267,0.0221632268557747,TRUE,"vertical",4,"robust","within_cluster_row_order",1.69089471313555e-08,2.53908382860657e-09,FALSE
"9",-0.776132732590047,-0.144461928474894,TRUE,-0.776132732647075,-0.144461928498329,TRUE,"vertical",4,"robust","within_cluster_row_order",5.70281599721056e-11,2.34349761818464e-11,FALSE
"1",1.25039415446773,-0.103170539385972,TRUE,1.25039415446773,-0.103170539385972,TRUE,"vertical",4,"robust","cluster_block_order",0,0,FALSE
"10",0.673169005472945,0.186247443230256,TRUE,0.673169005472945,0.186247443230256,TRUE,"vertical",4,"robust","cluster_block_order",0,0,FALSE
"2",1.67290397615792,-0.301802694004563,TRUE,1.67290397615792,-0.301802694004563,TRUE,"vertical",4,"robust","cluster_block_order",0,0,FALSE
"3",-0.0296402193008312,-0.128368059098188,TRUE,-0.0296402193008312,-0.128368059098188,TRUE,"vertical",4,"robust","cluster_block_order",0,0,FALSE
"4",-0.47691380758183,0.236710865676381,TRUE,-0.47691380758183,0.236710865676381,TRUE,"vertical",4,"robust","cluster_block_order",0,0,FALSE
"5",-0.214078189457422,-0.147211382627714,TRUE,-0.214078189457422,-0.147211382627714,TRUE,"vertical",4,"robust","cluster_block_order",0,0,FALSE
"6",1.7326348721184,-0.258348363604729,TRUE,1.7326348721184,-0.258348363604729,TRUE,"vertical",4,"robust","cluster_block_order",0,0,FALSE
"7",-0.565501989534607,-0.237385965012209,TRUE,-0.565501989534607,-0.237385965012209,TRUE,"vertical",4,"robust","cluster_block_order",0,0,FALSE
"8",0.25672929674132,0.0221632243166909,TRUE,0.25672929674132,0.0221632243166909,TRUE,"vertical",4,"robust","cluster_block_order",0,0,FALSE
"9",-0.776132732590047,-0.144461928474894,TRUE,-0.776132732590047,-0.144461928474894,TRUE,"vertical",4,"robust","cluster_block_order",0,0,FALSE
"1",1.25039415446773,-0.103170539385972,TRUE,1.25039479097571,-0.103170424198668,TRUE,"vertical",4,"robust","global_row_order",6.36507981877088e-07,1.15187303459385e-07,FALSE
"10",0.673169005472945,0.186247443230256,TRUE,0.673169008243469,0.186247444380252,TRUE,"vertical",4,"robust","global_row_order",2.77052347730233e-09,1.14999590405951e-09,FALSE
"2",1.67290397615792,-0.301802694004563,TRUE,1.67290397615792,-0.301802694004563,TRUE,"vertical",4,"robust","global_row_order",0,0,FALSE
"3",-0.0296402193008312,-0.128368059098188,TRUE,-0.0296402193008313,-0.128368059098188,TRUE,"vertical",4,"robust","global_row_order",9.71445146547012e-17,2.77555756156289e-17,FALSE
"4",-0.47691380758183,0.236710865676381,TRUE,-0.47691380758183,0.236710865676381,TRUE,"vertical",4,"robust","global_row_order",0,2.77555756156289e-17,FALSE
"5",-0.214078189457422,-0.147211382627714,TRUE,-0.214078189457422,-0.147211382627714,TRUE,"vertical",4,"robust","global_row_order",0,2.77555756156289e-17,FALSE
"6",1.7326348721184,-0.258348363604729,TRUE,1.7326348721184,-0.258348363604729,TRUE,"vertical",4,"robust","global_row_order",0,5.55111512312578e-17,FALSE
"7",-0.565501989534607,-0.237385965012209,TRUE,-0.565501989534607,-0.237385965012209,TRUE,"vertical",4,"robust","global_row_order",1.11022302462516e-16,1.66533453693773e-16,FALSE
"8",0.25672929674132,0.0221632243166909,TRUE,0.25672930627886,0.0221632257488685,TRUE,"vertical",4,"robust","global_row_order",9.53754059063172e-09,1.43217761608416e-09,FALSE
"9",-0.776132732590047,-0.144461928474894,TRUE,-0.776132626925942,-0.144461885053568,TRUE,"vertical",4,"robust","global_row_order",1.05664105465308e-07,4.34213257016758e-08,FALSE
"1",1.23146157509199,-0.0370466755070426,TRUE,1.23146157509199,-0.0370466755070426,TRUE,"vertical",4,"robustbase","exact_repeat",0,0,FALSE
"10",0.673643119076895,0.217025211573861,TRUE,0.673643119076895,0.217025211573861,TRUE,"vertical",4,"robustbase","exact_repeat",0,0,FALSE
"2",1.67090688898924,-0.272796338224478,TRUE,1.67090688898924,-0.272796338224478,TRUE,"vertical",4,"robustbase","exact_repeat",0,0,FALSE
"3",-0.019355718721933,-0.123602430288689,TRUE,-0.019355718721933,-0.123602430288689,TRUE,"vertical",4,"robustbase","exact_repeat",0,0,FALSE
"4",-0.476299490108722,0.2428105095717,TRUE,-0.476299490108722,0.2428105095717,TRUE,"vertical",4,"robustbase","exact_repeat",0,0,FALSE
"5",-0.210938020058968,-0.193760676438798,TRUE,-0.210938020058968,-0.193760676438798,TRUE,"vertical",4,"robustbase","exact_repeat",0,0,FALSE
"6",1.75013903473168,-0.259572254220496,TRUE,1.75013903473168,-0.259572254220496,TRUE,"vertical",4,"robustbase","exact_repeat",0,0,FALSE
"7",-0.535624555225603,-0.266741217593319,TRUE,-0.535624555225603,-0.266741217593319,TRUE,"vertical",4,"robustbase","exact_repeat",0,0,FALSE
"8",0.227187479021069,-0.00170239200388924,TRUE,0.227187479021069,-0.00170239200388924,TRUE,"vertical",4,"robustbase","exact_repeat",0,0,FALSE
"9",-0.778604251666368,-0.151881644448509,TRUE,-0.778604251666368,-0.151881644448509,TRUE,"vertical",4,"robustbase","exact_repeat",0,0,FALSE
"1",1.23146157509199,-0.0370466755070426,TRUE,1.23146157450039,-0.0370466754743324,TRUE,"vertical",4,"robustbase","within_cluster_row_order",5.91603432908983e-10,3.27101679076236e-11,FALSE
"10",0.673643119076895,0.217025211573861,TRUE,0.673643119076895,0.217025211573861,TRUE,"vertical",4,"robustbase","within_cluster_row_order",1.11022302462516e-16,2.77555756156289e-17,FALSE
"2",1.67090688898924,-0.272796338224478,TRUE,1.67090688898924,-0.272796338224478,TRUE,"vertical",4,"robustbase","within_cluster_row_order",2.22044604925031e-16,5.55111512312578e-17,FALSE
"3",-0.019355718721933,-0.123602430288689,TRUE,-0.0193557187219247,-0.123602430288686,TRUE,"vertical",4,"robustbase","within_cluster_row_order",8.28850876821718e-15,3.80251385934116e-15,FALSE
"4",-0.476299490108722,0.2428105095717,TRUE,-0.476299490171108,0.242810509015744,TRUE,"vertical",4,"robustbase","within_cluster_row_order",6.23853746439806e-11,5.55956364278742e-10,FALSE
"5",-0.210938020058968,-0.193760676438798,TRUE,-0.210938013617274,-0.193760684441577,TRUE,"vertical",4,"robustbase","within_cluster_row_order",6.44169445562781e-09,8.00277941137573e-09,FALSE
"6",1.75013903473168,-0.259572254220496,TRUE,1.750139034786,-0.259572254266775,TRUE,"vertical",4,"robustbase","within_cluster_row_order",5.4322990550304e-11,4.62792026922898e-11,FALSE
"7",-0.535624555225603,-0.266741217593319,TRUE,-0.535624555225603,-0.26674121759332,TRUE,"vertical",4,"robustbase","within_cluster_row_order",2.22044604925031e-16,4.9960036108132e-16,FALSE
"8",0.227187479021069,-0.00170239200388924,TRUE,0.227187478217,-0.00170239268591579,TRUE,"vertical",4,"robustbase","within_cluster_row_order",8.04069089088699e-10,6.82026556975482e-10,FALSE
"9",-0.778604251666368,-0.151881644448509,TRUE,-0.778604251666368,-0.151881644448509,TRUE,"vertical",4,"robustbase","within_cluster_row_order",2.22044604925031e-16,5.55111512312578e-17,FALSE
"1",1.23146157509199,-0.0370466755070426,TRUE,1.23146157450039,-0.0370466754743326,TRUE,"vertical",4,"robustbase","cluster_block_order",5.91603876998192e-10,3.27100291297455e-11,FALSE
"10",0.673643119076895,0.217025211573861,TRUE,0.673643119076895,0.217025211573861,TRUE,"vertical",4,"robustbase","cluster_block_order",0,0,FALSE
"2",1.67090688898924,-0.272796338224478,TRUE,1.67090688898924,-0.272796338224478,TRUE,"vertical",4,"robustbase","cluster_block_order",0,0,FALSE
"3",-0.019355718721933,-0.123602430288689,TRUE,-0.0193557187219252,-0.123602430288686,TRUE,"vertical",4,"robustbase","cluster_block_order",7.86523624007884e-15,3.67761376907083e-15,FALSE
"4",-0.476299490108722,0.2428105095717,TRUE,-0.476299490127379,0.242810509405513,TRUE,"vertical",4,"robustbase","cluster_block_order",1.86572979288258e-11,1.66187119621242e-10,FALSE
"5",-0.210938020058968,-0.193760676438798,TRUE,-0.210938020058968,-0.193760676438798,TRUE,"vertical",4,"robustbase","cluster_block_order",0,0,FALSE
"6",1.75013903473168,-0.259572254220496,TRUE,1.75013903453753,-0.259572254055096,TRUE,"vertical",4,"robustbase","cluster_block_order",1.94153804145003e-10,1.65399915985631e-10,FALSE
"7",-0.535624555225603,-0.266741217593319,TRUE,-0.535624555225606,-0.266741217593309,TRUE,"vertical",4,"robustbase","cluster_block_order",3.21964677141295e-15,9.93649607039515e-15,FALSE
"8",0.227187479021069,-0.00170239200388924,TRUE,0.227187479021069,-0.00170239200388924,TRUE,"vertical",4,"robustbase","cluster_block_order",0,0,FALSE
"9",-0.778604251666368,-0.151881644448509,TRUE,-0.778604251666368,-0.151881644448509,TRUE,"vertical",4,"robustbase","cluster_block_order",0,0,FALSE
"1",1.23146157509199,-0.0370466755070426,TRUE,1.23146157509199,-0.0370466755070425,TRUE,"vertical",4,"robustbase","global_row_order",0,1.59594559789866e-16,FALSE
"10",0.673643119076895,0.217025211573861,TRUE,0.673643119076895,0.217025211573861,TRUE,"vertical",4,"robustbase","global_row_order",2.22044604925031e-16,0,FALSE
"2",1.67090688898924,-0.272796338224478,TRUE,1.67090688898145,-0.272796338079089,TRUE,"vertical",4,"robustbase","global_row_order",7.79176723142427e-12,1.45388812100578e-10,FALSE
"3",-0.019355718721933,-0.123602430288689,TRUE,-0.0193557187219251,-0.123602430288686,TRUE,"vertical",4,"robustbase","global_row_order",7.89993070959838e-15,3.7470027081099e-15,FALSE
"4",-0.476299490108722,0.2428105095717,TRUE,-0.476299490107621,0.242810509581523,TRUE,"vertical",4,"robustbase","global_row_order",1.10145226273062e-12,9.82305903285408e-12,FALSE
"5",-0.210938020058968,-0.193760676438798,TRUE,-0.210938013481106,-0.193760684610744,TRUE,"vertical",4,"robustbase","global_row_order",6.57786167201913e-09,8.17194567570567e-09,FALSE
"6",1.75013903473168,-0.259572254220496,TRUE,1.75013903466904,-0.25957225416712,TRUE,"vertical",4,"robustbase","global_row_order",6.26374507817218e-11,5.33754151987864e-11,FALSE
"7",-0.535624555225603,-0.266741217593319,TRUE,-0.535624555225541,-0.266741217593556,TRUE,"vertical",4,"robustbase","global_row_order",6.13953332617712e-14,2.37365682664858e-13,FALSE
"8",0.227187479021069,-0.00170239200388924,TRUE,0.227187479021069,-0.00170239200388923,TRUE,"vertical",4,"robustbase","global_row_order",0,5.42101086242752e-18,FALSE
"9",-0.778604251666368,-0.151881644448509,TRUE,-0.77860425167009,-0.15188164445689,TRUE,"vertical",4,"robustbase","global_row_order",3.72146757854352e-12,8.38110136847092e-12,FALSE
"1",-0.395401334625819,0.230568092222839,TRUE,-0.395401334625819,0.230568092222839,TRUE,"vertical",5,"robust","exact_repeat",0,0,FALSE
"10",1.73763832264668,0.029256583025255,TRUE,1.73763832264668,0.029256583025255,TRUE,"vertical",5,"robust","exact_repeat",0,0,FALSE
"2",1.09318003166233,0.112792069867127,TRUE,1.09318003166233,0.112792069867127,TRUE,"vertical",5,"robust","exact_repeat",0,0,FALSE
"3",0.11031602776389,0.193681446378595,TRUE,0.11031602776389,0.193681446378595,TRUE,"vertical",5,"robust","exact_repeat",0,0,FALSE
"4",0.230608056643364,-0.00729030819460421,TRUE,0.230608056643364,-0.00729030819460421,TRUE,"vertical",5,"robust","exact_repeat",0,0,FALSE
"5",0.710400958039896,-0.222108106265207,TRUE,0.710400958039896,-0.222108106265207,TRUE,"vertical",5,"robust","exact_repeat",0,0,FALSE
"6",-0.877135323906834,0.212294029570882,TRUE,-0.877135323906834,0.212294029570882,TRUE,"vertical",5,"robust","exact_repeat",0,0,FALSE
"7",-0.386134034381523,-0.0582258630160016,TRUE,-0.386134034381523,-0.0582258630160016,TRUE,"vertical",5,"robust","exact_repeat",0,0,FALSE
"8",-1.03781049635851,-0.248569638300055,TRUE,-1.03781049635851,-0.248569638300055,TRUE,"vertical",5,"robust","exact_repeat",0,0,FALSE
"9",-1.04744108031301,0.299993540337039,TRUE,-1.04744108031301,0.299993540337039,TRUE,"vertical",5,"robust","exact_repeat",0,0,FALSE
"1",-0.395401334625819,0.230568092222839,TRUE,-0.395401353613392,0.230568080639898,TRUE,"vertical",5,"robust","within_cluster_row_order",1.89875722367283e-08,1.15829411617696e-08,FALSE
"10",1.73763832264668,0.029256583025255,TRUE,1.73763827338678,0.0292566162491356,TRUE,"vertical",5,"robust","within_cluster_row_order",4.92599001589156e-08,3.32238806362295e-08,FALSE
"2",1.09318003166233,0.112792069867127,TRUE,1.09318003166233,0.112792069867127,TRUE,"vertical",5,"robust","within_cluster_row_order",0,1.38777878078145e-16,FALSE
"3",0.11031602776389,0.193681446378595,TRUE,0.110316027351991,0.193681446142331,TRUE,"vertical",5,"robust","within_cluster_row_order",4.1189947286302e-10,2.36263952846372e-10,FALSE
"4",0.230608056643364,-0.00729030819460421,TRUE,0.230608056643364,-0.00729030819460418,TRUE,"vertical",5,"robust","within_cluster_row_order",2.77555756156289e-17,2.77555756156289e-17,FALSE
"5",0.710400958039896,-0.222108106265207,TRUE,0.710400958041167,-0.222108106266371,TRUE,"vertical",5,"robust","within_cluster_row_order",1.2712053631958e-12,1.1634027075047e-12,FALSE
"6",-0.877135323906834,0.212294029570882,TRUE,-0.877135323906834,0.212294029570882,TRUE,"vertical",5,"robust","within_cluster_row_order",0,2.77555756156289e-17,FALSE
"7",-0.386134034381523,-0.0582258630160016,TRUE,-0.386134509431026,-0.0582256760837594,TRUE,"vertical",5,"robust","within_cluster_row_order",4.75049503512182e-07,1.86932242171589e-07,FALSE
"8",-1.03781049635851,-0.248569638300055,TRUE,-1.03781063455344,-0.248570080023003,TRUE,"vertical",5,"robust","within_cluster_row_order",1.38194928389623e-07,4.41722948357759e-07,FALSE
"9",-1.04744108031301,0.299993540337039,TRUE,-1.04744109963925,0.299993554682613,TRUE,"vertical",5,"robust","within_cluster_row_order",1.93262381653625e-08,1.43455738399467e-08,FALSE
"1",-0.395401334625819,0.230568092222839,TRUE,-0.395401334625819,0.230568092222839,TRUE,"vertical",5,"robust","cluster_block_order",0,0,FALSE
"10",1.73763832264668,0.029256583025255,TRUE,1.73763832264668,0.029256583025255,TRUE,"vertical",5,"robust","cluster_block_order",0,0,FALSE
"2",1.09318003166233,0.112792069867127,TRUE,1.09318003166233,0.112792069867127,TRUE,"vertical",5,"robust","cluster_block_order",0,0,FALSE
"3",0.11031602776389,0.193681446378595,TRUE,0.11031602776389,0.193681446378595,TRUE,"vertical",5,"robust","cluster_block_order",0,0,FALSE
"4",0.230608056643364,-0.00729030819460421,TRUE,0.230608056643364,-0.00729030819460421,TRUE,"vertical",5,"robust","cluster_block_order",0,0,FALSE
"5",0.710400958039896,-0.222108106265207,TRUE,0.710400958039896,-0.222108106265207,TRUE,"vertical",5,"robust","cluster_block_order",0,0,FALSE
"6",-0.877135323906834,0.212294029570882,TRUE,-0.877135323906834,0.212294029570882,TRUE,"vertical",5,"robust","cluster_block_order",0,0,FALSE
"7",-0.386134034381523,-0.0582258630160016,TRUE,-0.386134034381523,-0.0582258630160016,TRUE,"vertical",5,"robust","cluster_block_order",0,0,FALSE
"8",-1.03781049635851,-0.248569638300055,TRUE,-1.03781049635851,-0.248569638300055,TRUE,"vertical",5,"robust","cluster_block_order",0,0,FALSE
"9",-1.04744108031301,0.299993540337039,TRUE,-1.04744108031301,0.299993540337039,TRUE,"vertical",5,"robust","cluster_block_order",0,0,FALSE
"1",-0.395401334625819,0.230568092222839,TRUE,-0.395401283384099,0.230568123481289,TRUE,"vertical",5,"robust","global_row_order",5.12417202003235e-08,3.125845046692e-08,FALSE
"10",1.73763832264668,0.029256583025255,TRUE,1.73763833744706,0.0292565730429719,TRUE,"vertical",5,"robust","global_row_order",1.4800386471947e-08,9.98228304530113e-09,FALSE
"2",1.09318003166233,0.112792069867127,TRUE,1.09318003166233,0.112792069867127,TRUE,"vertical",5,"robust","global_row_order",0,1.94289029309402e-16,FALSE
"3",0.11031602776389,0.193681446378595,TRUE,0.110316039617945,0.193681453178032,TRUE,"vertical",5,"robust","global_row_order",1.18540549737256e-08,6.7994369301605e-09,FALSE
"4",0.230608056643364,-0.00729030819460421,TRUE,0.230608056643364,-0.00729030819460428,TRUE,"vertical",5,"robust","global_row_order",2.77555756156289e-17,7.11236625150491e-17,FALSE
"5",0.710400958039896,-0.222108106265207,TRUE,0.710400958039911,-0.222108106265222,TRUE,"vertical",5,"robust","global_row_order",1.53210777398272e-14,1.40720768371239e-14,FALSE
"6",-0.877135323906834,0.212294029570882,TRUE,-0.877135323906834,0.212294029570883,TRUE,"vertical",5,"robust","global_row_order",0,5.55111512312578e-17,FALSE
"7",-0.386134034381523,-0.0582258630160016,TRUE,-0.386134034721417,-0.0582258628822528,TRUE,"vertical",5,"robust","global_row_order",3.39894334899782e-10,1.33748762065622e-10,FALSE
"8",-1.03781049635851,-0.248569638300055,TRUE,-1.0378105105352,-0.248569683614083,TRUE,"vertical",5,"robust","global_row_order",1.4176689377976e-08,4.53140281964082e-08,FALSE
"9",-1.04744108031301,0.299993540337039,TRUE,-1.047441100468,0.299993555297781,TRUE,"vertical",5,"robust","global_row_order",2.01549883449559e-08,1.49607423116649e-08,FALSE
"1",-0.381916040396479,0.208586227849446,TRUE,-0.381916040396479,0.208586227849446,TRUE,"vertical",5,"robustbase","exact_repeat",0,0,FALSE
"10",1.73116614338577,0.0341159146500498,TRUE,1.73116614338577,0.0341159146500498,TRUE,"vertical",5,"robustbase","exact_repeat",0,0,FALSE
"2",1.10217911366255,0.151631755737048,TRUE,1.10217911366255,0.151631755737048,TRUE,"vertical",5,"robustbase","exact_repeat",0,0,FALSE
"3",0.119289502978405,0.208180703188353,TRUE,0.119289502978405,0.208180703188353,TRUE,"vertical",5,"robustbase","exact_repeat",0,0,FALSE
"4",0.239686214328858,-0.000625764868688487,TRUE,0.239686214328858,-0.000625764868688487,TRUE,"vertical",5,"robustbase","exact_repeat",0,0,FALSE
"5",0.738663021189912,-0.238623001377757,TRUE,0.738663021189912,-0.238623001377757,TRUE,"vertical",5,"robustbase","exact_repeat",0,0,FALSE
"6",-0.868431403504948,0.162027473331618,TRUE,-0.868431403504948,0.162027473331618,TRUE,"vertical",5,"robustbase","exact_repeat",0,0,FALSE
"7",-0.397184740724102,-0.0826455834224308,TRUE,-0.397184740724102,-0.0826455834224308,TRUE,"vertical",5,"robustbase","exact_repeat",0,0,FALSE
"8",-1.08172984845296,-0.274364551321157,TRUE,-1.08172984845296,-0.274364551321157,TRUE,"vertical",5,"robustbase","exact_repeat",0,0,FALSE
"9",-1.02138017441669,0.290621261672634,TRUE,-1.02138017441669,0.290621261672634,TRUE,"vertical",5,"robustbase","exact_repeat",0,0,FALSE
"1",-0.381916040396479,0.208586227849446,TRUE,-0.381916040396479,0.208586227849446,TRUE,"vertical",5,"robustbase","within_cluster_row_order",5.55111512312578e-17,5.55111512312578e-17,FALSE
"10",1.73116614338577,0.0341159146500498,TRUE,1.73116614338599,0.0341159146498953,TRUE,"vertical",5,"robustbase","within_cluster_row_order",2.18491891246231e-13,1.5452222834611e-13,FALSE
"2",1.10217911366255,0.151631755737048,TRUE,1.10217911366255,0.151631755737048,TRUE,"vertical",5,"robustbase","within_cluster_row_order",0,2.77555756156289e-17,FALSE
"3",0.119289502978405,0.208180703188353,TRUE,0.119289502978405,0.208180703188353,TRUE,"vertical",5,"robustbase","within_cluster_row_order",2.77555756156289e-17,5.55111512312578e-17,FALSE
"4",0.239686214328858,-0.000625764868688487,TRUE,0.239686214328858,-0.000625764868688452,TRUE,"vertical",5,"robustbase","within_cluster_row_order",2.22044604925031e-16,3.50197301712818e-17,FALSE
"5",0.738663021189912,-0.238623001377757,TRUE,0.738663021189931,-0.238623001377716,TRUE,"vertical",5,"robustbase","within_cluster_row_order",1.87627691161651e-14,4.13280520916715e-14,FALSE
"6",-0.868431403504948,0.162027473331618,TRUE,-0.868431444522138,0.162027511681581,TRUE,"vertical",5,"robustbase","within_cluster_row_order",4.10171899778433e-08,3.83499627609751e-08,FALSE
"7",-0.397184740724102,-0.0826455834224308,TRUE,-0.397184740724102,-0.0826455834224308,TRUE,"vertical",5,"robustbase","within_cluster_row_order",2.77555756156289e-16,6.93889390390723e-17,FALSE
"8",-1.08172984845296,-0.274364551321157,TRUE,-1.08172985067272,-0.274364550441073,TRUE,"vertical",5,"robustbase","within_cluster_row_order",2.21976081959951e-09,8.800845607837e-10,FALSE
"9",-1.02138017441669,0.290621261672634,TRUE,-1.02138017441597,0.29062126167234,TRUE,"vertical",5,"robustbase","within_cluster_row_order",7.26085858104852e-13,2.9393154576951e-13,FALSE
"1",-0.381916040396479,0.208586227849446,TRUE,-0.381916040396479,0.208586227849446,TRUE,"vertical",5,"robustbase","cluster_block_order",0,0,FALSE
"10",1.73116614338577,0.0341159146500498,TRUE,1.73116614338545,0.0341159146500871,TRUE,"vertical",5,"robustbase","cluster_block_order",3.15081294388619e-13,3.72757380517896e-14,FALSE
"2",1.10217911366255,0.151631755737048,TRUE,1.10217912523736,0.151631767753812,TRUE,"vertical",5,"robustbase","cluster_block_order",1.15748135520732e-08,1.20167640837998e-08,FALSE
"3",0.119289502978405,0.208180703188353,TRUE,0.119289502993435,0.208180703175908,TRUE,"vertical",5,"robustbase","cluster_block_order",1.50300050183461e-11,1.24451282612625e-11,FALSE
"4",0.239686214328858,-0.000625764868688487,TRUE,0.239686214328858,-0.000625764868688487,TRUE,"vertical",5,"robustbase","cluster_block_order",0,0,FALSE
"5",0.738663021189912,-0.238623001377757,TRUE,0.738663021189911,-0.238623001377764,TRUE,"vertical",5,"robustbase","cluster_block_order",1.4432899320127e-15,6.52256026967279e-15,FALSE
"6",-0.868431403504948,0.162027473331618,TRUE,-0.868431399807691,0.162027469874783,TRUE,"vertical",5,"robustbase","cluster_block_order",3.69725683402322e-09,3.4568351237052e-09,FALSE
"7",-0.397184740724102,-0.0826455834224308,TRUE,-0.397184740721143,-0.0826455834180992,TRUE,"vertical",5,"robustbase","cluster_block_order",2.95874436062604e-12,4.33166003066532e-12,FALSE
"8",-1.08172984845296,-0.274364551321157,TRUE,-1.08172985359921,-0.274364549280787,TRUE,"vertical",5,"robustbase","cluster_block_order",5.14625075886954e-09,2.04037076123598e-09,FALSE
